CTDEEPLablD,Stream,SID#/Station,Rep,Subsample Duplicate Notes,Device,Habitat,DATE_COL,SAMPTYPE,LAB_NAME,LAB_SAMPLE_ID,TAXONOMIST,LAB_TIN,TAXON_NAME,DEEPTaxaID,LIFE_STAGE,ABUNDANCE,%_SUB,CORRECTED,#_IN_RC,IMMATURE,INDETERMINATE,CONDITION,DISTINCT,AGGREGATED,LAB_COM,KINGDOM,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SUBGENUS,SPECIES,SUBSPECIES,ADDITIONS,SERIAL
RBV-2023-011,Conantville Brook,20877,1,RBV,KN1M2,Riffle,11/15/2023,ABM-RBV,EcoAnalysts,8436.3-11,B. LaVoie,565,Hydropsyche sp.,773,Larvae,1,N/A,N/A,0,Y,N,N,N,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,sp.,,,115453
RBV-2023-011,Conantville Brook,20877,1,RBV,KN1M2,Riffle,11/15/2023,ABM-RBV,EcoAnalysts,8436.3-11,B. LaVoie,637,Chimarra sp.,825,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Chimarra,,sp.,,,115273
RBV-2023-011,Conantville Brook,20877,1,RBV,KN1M2,Riffle,11/15/2023,ABM-RBV,EcoAnalysts,8436.3-11,B. LaVoie,638,Dolophilodes sp.,829,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Dolophilodes,,sp.,,,115319
RBV-2023-011,Conantville Brook,20877,1,RBV,KN1M2,Riffle,11/15/2023,ABM-RBV,EcoAnalysts,8436.3-11,B. LaVoie,2793,Rhyacophila fuscula,851,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,Rhyacophila fuscula,,,115133
RBV-2023-011,Conantville Brook,20877,1,RBV,KN1M2,Riffle,11/15/2023,ABM-RBV,EcoAnalysts,8436.3-11,B. LaVoie,687,Neophylax sp.,813,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Uenoidae,,,,Neophylax,,sp.,,,116046
RBV-2023-011,Conantville Brook,20877,1,RBV,KN1M2,Riffle,11/15/2023,ABM-RBV,EcoAnalysts,8436.3-11,B. LaVoie,115,Caecidotea sp.,479,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Asellota,,Aselloidea,Asellidae,,,,Caecidotea,,sp.,,,92686
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,4,Oligochaeta,651,N/A,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,,,68422
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,455,Microcylloepus sp.,503,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Elmidae,,,,Microcylloepus,,sp.,,,114146
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,498,Ectopria sp.,514,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Psephenidae,,,,Ectopria,,sp.,,,114087
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,726,Prosimulium sp.,684,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Nematocera,,,Simuliidae,,,,Prosimulium,,sp.,,,126703
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,738,Simulium sp.,685,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Nematocera,,,Simuliidae,,,,Simulium,,sp.,,,126774
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,764,Tipula sp.,742,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Tipulinae,,,Tipula,,sp.,,,119037
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,187,Eurylophella sp.,459,Larvae,1,N/A,N/A,0,Y,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,,sp.,,,101324
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,236,Maccaffertium sp.,67,Larvae,1,N/A,N/A,0,N,N,Y,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,sp.,,,697957
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,251,Isonychia sp.,429,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Isonychiidae,,,,Isonychia,,sp.,,,101041
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,3686,Nigronia serricornis,750,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,308,Capniidae,313,Larvae,4,N/A,N/A,0,N,Y,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Capniidae,,,,,,,,,102643
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,355,Tallaperla sp.,325,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Peltoperlidae,,,,Tallaperla,,sp.,,,102500
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,410,Taeniopterygidae,328,Larvae,2,N/A,N/A,0,Y,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Taeniopterygidae,,,,,,,,,102788
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,420,Taeniopteryx sp.,331,Larvae,10,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Taeniopterygidae,,,,Taeniopteryx,,sp.,,,102789
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,603,Apatania sp.,809,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Apataniidae,,,,Apatania,,sp.,,,115935
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,532,Glossosomatidae,760,Pupae,1,N/A,N/A,0,N,Y,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Glossosomatidae,,,,,,,,,117120
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,546,Hydropsyche betteni,774,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,Hydropsyche betteni,,,115454
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,561,Hydropsyche sparna,769,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,Hydropsyche sparna,,,115527
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,637,Chimarra sp.,825,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Chimarra,,sp.,,,115273
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,638,Dolophilodes sp.,829,Larvae,4,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Dolophilodes,,sp.,,,115319
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,643,Polycentropodidae,834,Pupae,1,N/A,N/A,0,N,Y,N,N,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Polycentropodidae,,,,,,,,,117043
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,2793,Rhyacophila fuscula,851,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,Rhyacophila fuscula,,,115133
RBV-2023-012,English Neighborhood Brook,17867,1,RBV,KN1M2,Riffle,11/12/2023,ABM-RBV,EcoAnalysts,8436.3-12,B. LaVoie,1157,Hyalella sp.,437,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Hyalellidae,,,,Hyalella,,sp.,,,94025
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,67,Nematoda,85,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Nematoda,,,,,,,,,,,,,,,,,,,59490
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,4,Oligochaeta,651,N/A,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,,,68422
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,2377,Erpobdella sp.,737,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Annelida,,Clitellata,Hirudinida,Euhirudinea,,Arhynchobdellida,Erpobdelliformes,,,Erpobdellidae,,,,Erpobdella,,sp.,,,69444
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,74,Helobdella stagnalis,781,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Annelida,,Clitellata,Hirudinida,Euhirudinea,,Rhynchobdellida,,,,Glossiphoniidae,,,,Helobdella,,Helobdella stagnalis,,,69398
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,3792,Laevapex fuscus,704,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Mollusca,,Gastropoda,Heterobranchia,,,Hygrophila,,,Planorboidea,Planorbidae,,,,Laevapex,,Laevapex fuscus,,,76577
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,232,Maccaffertium modestum,994,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,Maccaffertium modestum,,,100532
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,3686,Nigronia serricornis,750,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,544,Cheumatopsyche sp.,770,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Cheumatopsyche,,sp.,,,115408
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,546,Hydropsyche betteni,774,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,Hydropsyche betteni,,,115454
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,565,Hydropsyche sp.,773,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,sp.,,,115453
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,637,Chimarra sp.,825,Larvae,4,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Chimarra,,sp.,,,115273
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,1157,Hyalella sp.,437,N/A,4,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Hyalellidae,,,,Hyalella,,sp.,,,94025
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,115,Caecidotea sp.,479,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Isopoda,Asellota,,Aselloidea,Asellidae,,,,Caecidotea,,sp.,,,92686
RBV-2023-013,Cooks Pond outlet; unnamed brook,20878,1,RBV,KN1M2,Riffle,10/23/2023,ABM-RBV,EcoAnalysts,8436.3-13,B. LaVoie,2,Turbellaria,821,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Platyhelminthes,,Turbellaria,,,,,,,,,,,,,,,,,53964
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,4,Oligochaeta,651,N/A,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Annelida,,Clitellata,Oligochaeta,,,,,,,,,,,,,,,,68422
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,447,Dubiraphia sp.,498,Adults,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Elmidae,,,,Dubiraphia,,sp.,,,114126
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,477,Stenelmis sp.,509,Adults,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Elmidae,,,,Stenelmis,,sp.,,,114095
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,500,Psephenus herricki,516,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Coleoptera,Polyphaga,,,Psephenidae,,,,Psephenus,,Psephenus herricki,,,114072
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,765,Chironomidae,551,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Nematocera,,,Chironomidae,,,,,,,,,127917
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,738,Simulium sp.,685,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,Nematocera,,,Simuliidae,,,,Simulium,,sp.,,,126774
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,751,Dicranota sp.,740,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Pediciinae,,,Dicranota,,sp.,,,121027
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,764,Tipula sp.,742,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Diptera,,,,Tipulidae,Tipulinae,,,Tipula,,sp.,,,119037
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,140,Baetis pluto,941,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Baetis,,Baetis pluto,,,100858
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,232,Maccaffertium modestum,994,Larvae,11,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Maccaffertium,,Maccaffertium modestum,,,100532
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,3686,Nigronia serricornis,750,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,Neuropterida,Megaloptera,,,,Corydalidae,Chauliodinae,,,Nigronia,,Nigronia serricornis,,,115031
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,2797,Boyeria vinosa,883,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,,,,Odonata,Anisoptera,,,Aeshnidae,,,,Boyeria,,Boyeria vinosa,,,101647
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,308,Capniidae,313,Larvae,4,N/A,N/A,0,N,Y,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Capniidae,,,,,,,,,102643
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,355,Tallaperla sp.,325,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Peltoperlidae,,,,Tallaperla,,sp.,,,102500
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,1354,Eccoptura xanthenes,354,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Eccoptura,,Eccoptura xanthenes,,,102940
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,378,Paragnetina media,359,Larvae,2,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Plecoptera,,,,Perlidae,,,,Paragnetina,,Paragnetina media,,,102968
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,603,Apatania sp.,809,Larvae,3,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Apataniidae,,,,Apatania,,sp.,,,115935
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,524,Brachycentrus numerosus,758,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Brachycentridae,,,,Brachycentrus,,Brachycentrus numerosus,,,116910
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,532,Glossosomatidae,760,Pupae,1,N/A,N/A,0,N,Y,N,N,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Glossosomatidae,,,,,,,,,117120
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,536,Glossosoma sp.,762,Larvae,7,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Glossosomatidae,,,,Glossosoma,,sp.,,,117159
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,542,Hydropsychidae,764,Larvae,1,N/A,N/A,0,Y,N,N,N,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,,,,,,,,,115398
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,546,Hydropsyche betteni,774,Larvae,5,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Hydropsychidae,Hydropsychinae,,,Hydropsyche,,Hydropsyche betteni,,,115454
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,629,Pycnopsyche sp.,815,Larvae,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Limnephilidae,,,,Pycnopsyche,,sp.,,,116409
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,637,Chimarra sp.,825,Larvae,9,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Philopotamidae,,,,Chimarra,,sp.,,,115273
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,678,Rhyacophila sp.,847,Larvae,1,N/A,N/A,0,Y,N,N,Y,0,,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,Neoptera,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,,sp.,,,115097
RBV-2023-014,Peake Brook,17650,1,RBV,KN1M2,Riffle,10/26/2023,ABM-RBV,EcoAnalysts,8436.3-14,B. LaVoie,1157,Hyalella sp.,437,N/A,1,N/A,N/A,0,N,N,N,Y,0,,Animalia,Arthropoda,Crustacea,Malacostraca,Eumalacostraca,,Peracarida,Amphipoda,Gammaridea,,,Hyalellidae,,,,Hyalella,,sp.,,,94025
