finalID,Name,CountOffinalID,Synonym,RequestAddition,ManualLink,Notes
Sweltsa,Sweltsa,1,0,0,,
Symbiocladius,Symbiocladius,1,0,0,,
Symposiocladius lignicola,Orthocladius lignicola,1,0,0,1,
Sympotthastia,Sympotthastia,1,0,0,,
Synorthocladius,Synorthocladius,1,0,0,,
Synorthocladius semivirens,Synorthocladius semivirens,1,1,0,1,Synorthocladius (semivirens)- Updated on master taxa list
Synorthocladius semivirens,Synorthocladius semivirens,1,0,0,,
Synurella,Synurella,1,0,0,,
Synurella chamberlaini,Synurella chamberlaini,1,0,0,,
Syrphidae,Syrphidae,1,0,0,,
Tabanidae,Tabanidae,1,0,0,,
Tabanus,Tabanus,1,0,0,,
Taenionema,Taenionema,1,0,0,,
Taenionema atlanticum,Taenionema atlanticum,1,0,0,,
Taeniopterygidae,Taeniopterygidae,1,0,0,,
Taeniopteryx,Taeniopteryx,1,0,0,,
Taeniopteryx burksi group,Taeniopteryx,1,0,0,1,
Tallaperla,Tallaperla,1,0,0,,
Tallaperla maria,Tallaperla maria,1,0,0,,
Tanyderidae,Tanyderidae,1,0,0,,
Tanypodinae,Tanypodinae,1,0,0,,
Tanypus,Tanypus,1,0,0,,
Tanytarsini,Tanytarsini,1,0,0,,
Tanytarsus,Tanytarsus,1,0,0,,
Tanytarsus coffmani,Sublettea coffmani,1,0,0,1,
Tanytarsus glabrescens group,Tanytarsus,1,0,0,1,
Tanytarsus guerlus group,Tanytarsus,1,0,0,1,
Tanytarsus sp. M (Epler 2001),Tanytarsus,1,0,0,1,
Teloganopsis deficiens,Teloganopsis deficiens,1,1,0,1,Serratella deficiens- Updated on master taxa list
Teloganopsis deficiens,Teloganopsis deficiens,1,0,0,,
Testudacarus,Testudacarus,1,0,0,,
Thienemanniella,Thienemanniella,1,0,0,,
Thienemanniella fusca,Thienemanniella fusca,1,0,0,,
Thienemanniella xena,Thienemanniella xena,1,0,0,,
Thienemannimyia group,Thienemannimyia group,1,0,0,,
Tipula,Tipula,1,0,0,,
Tipula (Nippotipula),Tipula,1,0,0,1,
Tipula (Savtshenkia),Tipula,1,0,0,1,
Tipula (Yamatotipula),Tipula,1,0,0,1,
Tipulidae,Tipulidae,1,0,0,,
Tokunagaia,Tokunagaia,1,0,0,,
Torrenticola,Torrenticola,1,0,0,,
Trepaxonemata,Trepaxonemata,1,0,0,,
Trepobates,Trepobates,1,0,0,,
Triaenodes,Triaenodes,1,0,0,,
Tribelos,Tribelos,1,0,0,,
Tribelos jucundum,Tribelos jucundum,1,0,0,,
Trichocorixa,Trichocorixa,1,0,0,,
Trichocorixa borealis,Trichocorixa borealis,1,0,0,,
Trichocorixa calva,Trichocorixa calva,1,0,0,,
Trichoptera,Trichoptera,1,0,0,,
Tricorythidae,Tricorythidae,1,0,0,,
Tricorythodes,Tricorythodes,1,0,0,,
Trissocladius,Hydrobaenus,1,0,0,1,
Trissopelopia,Trissopelopia,1,0,0,,
Tropisternus,Tropisternus,1,0,0,,
Truncatelloidea,Truncatelloidea,1,0,0,,
Tubificidae,Tubificidae,1,0,0,,
Tubificidae Type I,Tubificidae,1,0,0,1,
Tubificidae Type II,Tubificidae,1,0,0,1,
Tubificidae w/ cap setae,Tubificidae,1,0,0,1,
Tubificidae w/o cap setae,Tubificidae,1,0,0,1,
Tubificinae,Tubificinae,1,0,0,,
Tubificoid naididae w/o cap setae,Naididae,1,0,0,1,
Turbellaria,Platyhelminthes,1,0,0,1,
Tvetenia,Tvetenia,1,0,0,,
Tvetenia bavarica group,Tvetenia bavarica group,1,0,0,,
Tvetenia bavarica/paucunca,Tvetenia,1,0,0,1,
Tvetenia discoloripes group,Tvetenia discoloripes group,1,0,0,,
Tvetenia paucunca,Tvetenia paucunca,1,0,0,,
Tvetenia tshernovskii,Tvetenia tshernovskii,1,0,0,,
Tvetenia vitracies group,Tvetenia,1,0,0,1,
Uchidastygacarus,Uchidastygacarus,1,0,0,,
Unionicola,Unionicola,1,0,0,,
Unionidae,Unionidae,1,0,0,,
Unniella,Unniella,1,0,0,,
Unniella multivirga,Unniella multivirga,1,0,0,,
Utaperla,Utaperla,1,0,0,,
Valvata,Valvata,1,0,0,,
Valvata tricarinata,Valvata tricarinata,1,0,0,,
Vejdovskyella,Vejdovskyella,1,0,0,,
Vitrinidae,Vitrinidae,1,0,0,1,Valid name in ITIS: https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=77136#null
Viviparidae,Viviparidae,1,0,0,,
Wiedemannia,Wiedemannia,1,0,0,,
Wormaldia,Wormaldia,1,0,0,,
Xenochironomus,Xenochironomus,1,0,0,,
Xenochironomus xenolabis,Xenochironomus xenolabis,1,0,0,,
Xestochironomus,Xestochironomus,1,0,0,,
Xylotopus par,Xylotopus par,1,0,0,,
Zavrelimyia,Zavrelimyia,1,0,0,,
Zavrelimyia (Zavrelimyia),Zavrelimyia,1,0,0,1,
Zygoptera,Zygoptera,1,0,0,,
